ts_ns,buy_id,sell_id,price,qty
1758486822080899127,366,344,127.46,10
1758486822081371599,372,356,127.46,10
1758486822081540919,109,374,127.45,11880
1758486822082280576,115,380,127.45,17130
1758486822082794994,121,386,127.45,13140
1758486822082799059,127,386,127.45,1810
1758486822084108499,396,350,127.46,10
1758486822084903371,402,362,127.46,10
1758486822085443719,408,344,127.46,10
1758486822086370540,414,368,127.46,10
1758486822086867637,420,356,127.46,10
1758486822087698065,426,392,127.46,10
1758486822088067184,430,350,127.46,10280
1758486822088205948,432,398,127.46,10
1758486822088557003,436,362,127.46,12590
1758486822088559630,436,404,127.46,190
1758486822092950122,438,344,127.46,10
1758486822093306083,442,410,127.46,7070
1758486822093309756,442,368,127.46,10460
1758486822093312888,442,416,127.46,660
1758486822093437151,444,356,127.46,10
1758486822094875289,450,422,127.46,10
1758486822095337733,454,392,127.46,10760
1758486822095487045,456,350,127.46,10
1758486822095887516,460,398,127.46,8870
1758486822095909378,460,404,127.46,8260
1758486822096302801,462,344,127.46,10
1758486822096665914,466,416,127.46,11310
1758486822096798674,468,356,127.46,10
1758486822097132762,472,446,127.46,6910
1758486822097136639,472,422,127.46,1920
1758486822097281708,474,392,127.46,10
1758486822097843934,480,350,127.46,10
1758486822098361624,486,404,127.46,10
1758486822099700317,492,344,127.46,10
1758486822100138230,498,416,127.46,10
1758486822101183683,504,356,127.46,10
1758486822101764223,510,422,127.46,10
1758486822102709224,516,392,127.46,10
1758486822103187795,522,476,127.46,10
1758486822138003160,528,350,127.46,10
1758486822139103147,534,482,127.46,10
1758486822140220004,540,404,127.46,10
1758486822141296894,546,488,127.46,10
1758486822142083046,550,344,127.46,10330
1758486822142091946,550,494,127.46,5670
1758486822142382159,552,416,127.46,10
1758486822143293114,558,500,127.46,10
1758486822144229404,564,356,127.46,10
1758486822145138495,570,506,127.46,10
1758486822146072456,576,422,127.46,10
1758486822147027200,582,512,127.46,10
1758486822147989841,588,392,127.46,10
1758486822149085842,594,518,127.46,10
1758486822150101424,600,476,127.46,10
1758486822150442041,133,602,127.45,13290
1758486822151423305,139,608,127.45,7760
1758486822152420426,145,614,127.45,7130
1758486822152424710,151,614,127.45,770
1758486822153042321,159,620,127.45,10
1758486822153046117,165,620,127.45,10
1758486822153050620,171,620,127.45,10
1758486822153055489,177,620,127.45,10
1758486822153059735,183,620,127.45,10
1758486822153062725,187,620,127.45,8390
1758486822153067096,193,620,127.45,4560
1758486822153583723,201,626,127.45,10
1758486822153587751,205,626,127.45,9700
1758486822154052620,213,632,127.45,10
1758486822154062328,219,632,127.45,10
1758486822154065106,226,632,127.45,6560
1758486822155073821,642,524,127.46,10
1758486822155581923,648,350,127.46,10
1758486822156419730,654,530,127.46,10
1758486822156932823,660,482,127.46,10
1758486822157456457,232,662,127.45,8950
1758486822157461875,238,662,127.45,6810
1758486822157465663,244,662,127.45,2790
1758486822157974100,250,668,127.45,12430
1758486822158870738,256,674,127.45,7110
1758486822159812752,684,536,127.46,10
1758486822160473324,690,404,127.46,10
1758486822161056747,696,542,127.46,10
1758486822161758121,702,488,127.46,10
1758486822162241104,708,494,127.46,10
1758486822163163925,714,416,127.46,10
1758486822163640374,720,554,127.46,10
1758486822164840244,726,500,127.46,10
1758486822165729085,732,560,127.46,10
1758486822166309917,736,356,127.46,6830
1758486822166544698,738,566,127.46,10
1758486822195897437,744,506,127.46,10
1758486822196587830,750,572,127.46,10
1758486822197080058,754,422,127.46,8520
1758486822197084947,754,578,127.46,6460
1758486822197267842,756,512,127.46,10
1758486822197746363,760,584,127.46,12820
1758486822197751192,760,392,127.46,5470
1758486822197926952,762,590,127.46,10
1758486822198397685,766,518,127.46,7040
1758486822198401284,766,596,127.46,2660
1758486822198578181,768,476,127.46,10
1758486822199193097,772,638,127.46,15440
1758486822199197898,772,524,127.46,1120
1758486822199372909,774,644,127.46,10
1758486822199821708,778,350,127.46,7010
1758486822199982996,780,650,127.46,10
1758486822200646518,786,530,127.46,10
1758486822201270735,792,656,127.46,10
1758486822202092659,798,482,127.46,10
1758486822202683797,804,680,127.46,10
1758486822202858306,262,806,127.45,14620
1758486822204064512,816,536,127.46,10
1758486822205010622,822,686,127.46,10
1758486822205625472,828,404,127.46,10
1758486822206206713,834,692,127.46,10
1758486822210045514,840,542,127.46,10
1758486822210947182,846,698,127.46,10
1758486822211713688,852,488,127.46,10
1758486822211972171,268,854,127.45,12980
1758486822212993103,864,704,127.46,10
1758486822213612992,870,494,127.46,10
1758486822214179587,876,710,127.46,10
1758486822214733388,882,416,127.46,10
1758486822214943003,274,884,127.45,6440
1758486822215494745,282,890,127.45,10
1758486822215498448,286,890,127.45,8760
1758486822216027600,292,896,127.45,12120
1758486822216031266,300,896,127.45,10
1758486822216034713,306,896,127.45,10
1758486822216038127,312,896,127.45,10
1758486822216041622,318,896,127.45,10
1758486822216045203,324,896,127.45,10
1758486822216048759,328,896,127.45,350
1758486822216596950,334,902,127.45,11540
1758486822216601128,340,902,127.45,6780
1758486822217513836,912,716,127.46,10
1758486822217708960,346,914,127.45,11670
1758486822218255097,352,920,127.45,15340
1758486822219166924,930,554,127.46,10
1758486822219357151,358,932,127.45,9820
1758486822219360837,364,932,127.45,270
1758486822223691843,942,722,127.46,10
1758486822224873998,948,500,127.46,10
1758486822225421198,954,728,127.46,10
1758486822254017205,960,560,127.46,10
1758486822255382758,966,356,127.46,10
1758486822256734467,972,566,127.46,10
1758486822258129863,978,740,127.46,10
1758486822260109756,984,506,127.46,10
1758486822261451579,990,746,127.46,10
1758486822262369039,994,572,127.46,7320
1758486822262747342,996,578,127.46,10
1758486822263386021,1000,512,127.46,12170
1758486822263394633,1000,392,127.46,130
1758486822263568679,1002,590,127.46,10
1758486822264087268,1006,596,127.46,6440
1758486822266195607,1008,476,127.46,10
1758486822266723772,1012,524,127.46,7380
1758486822266906369,1014,644,127.46,10
1758486822267436365,1018,350,127.46,1470
1758486822267441543,1018,650,127.46,13820
1758486822267446253,1018,782,127.46,1220
1758486822268598467,1020,530,127.46,10
1758486822269119022,1024,788,127.46,7200
1758486822269123668,1024,656,127.46,8850
1758486822269311028,1026,794,127.46,10
1758486822269799443,1030,482,127.46,11150
1758486822269804311,1030,800,127.46,6720
1758486822270831864,1032,680,127.46,10
1758486822271396387,1036,812,127.46,16720
1758486822271401748,1036,536,127.46,380
1758486822271600172,1038,818,127.46,10
1758486822272119325,1042,686,127.46,14940
1758486822272964271,1044,824,127.46,10
1758486822273497755,1048,404,127.46,6970
1758486822273683685,1050,830,127.46,10
1758486822274202561,1054,692,127.46,16200
1758486822274384702,1056,836,127.46,10
1758486822274879976,1060,542,127.46,16990
1758486822275042850,1062,842,127.46,10
1758486822275362503,1065,698,127.46,10
1758486822275528176,1066,848,127.46,7790
1758486822275531585,1066,488,127.46,8610
1758486822275708553,1068,860,127.46,10
1758486822276202814,1072,704,127.46,10350
1758486822276206166,1072,866,127.46,2380
1758486822276393257,1074,494,127.46,10
1758486822276748010,1077,872,127.46,10
1758486822276924966,1078,710,127.46,9250
1758486822277110028,1080,878,127.46,10
1758486822279254186,1081,416,127.46,5520
1758486822279257295,1081,908,127.46,11160
1758486822279262008,1081,716,127.46,310
1758486822279453840,1083,926,127.46,10
1758486822279626542,1084,554,127.46,9680
1758486822279631017,1084,938,127.46,7310
1758486822279815506,1086,722,127.46,10
1758486822280150877,1089,944,127.46,10
1758486822280324303,1090,500,127.46,12660
1758486822280329216,1090,950,127.46,2830
1758486822280528329,1092,728,127.46,10
1758486822281049861,1095,956,127.46,10
1758486822281224977,1096,560,127.46,13750
1758486822281229884,1096,962,127.46,4950
1758486822281428334,1098,356,127.46,10
1758486822281803211,1101,968,127.46,10
1758486822281977371,1102,566,127.46,8280
1758486822282169070,1104,974,127.46,10
1758486822282748042,1107,740,127.46,10
1758486822282925650,1108,980,127.46,9160
1758486822283117303,1110,506,127.46,10
1758486822283447844,1113,986,127.46,10
1758486822283617180,1114,746,127.46,8990
1758486822283787058,1116,572,127.46,10
1758486822283940987,1117,578,127.46,10980
1758486822283944412,1117,392,127.46,1060
1758486822283948750,1117,590,127.46,4280
1758486822284416960,1119,596,127.46,10
1758486822284563315,1120,476,127.46,11640
1758486822284566362,1120,524,127.46,1110
1758486822284570658,1120,644,127.46,3570
1758486822284739236,1122,782,127.46,10
1758486822284917619,1123,530,127.46,8670
1758486822285107904,1125,656,127.46,10
1758486822285269256,1126,794,127.46,8670
1758486822285446941,1128,800,127.46,10
1758486822285995564,1131,680,127.46,10
1758486822286152590,1132,536,127.46,7150
1758486822286327747,1134,818,127.46,10
1758486822286657361,1137,686,127.46,10
1758486822286795584,1138,824,127.46,18540
1758486822286799854,1138,404,127.46,380
1758486822286950176,1140,830,127.46,10
1758486822287630625,1143,692,127.46,10
1758486822287755939,1144,836,127.46,6620
1758486822287887206,1146,542,127.46,10
1758486822288190254,1149,842,127.46,10
1758486822288329384,1150,698,127.46,11730
1758486822288333324,1150,488,127.46,5130
1758486822288495544,1152,860,127.46,10
1758486822288802488,1155,866,127.46,10
1758486822288941021,1156,494,127.46,10230
1758486822288944985,1156,872,127.46,690
1758486822289100330,1158,710,127.46,10
1758486822289531741,1162,878,127.46,14160
1758486822289537623,1162,716,127.46,2780
1758486822289690833,1164,926,127.46,10
1758486822312597235,1167,938,127.46,10
1758486822312938226,1168,722,127.46,13320
1758486822313286756,1170,944,127.46,10
1758486822313950820,1173,950,127.46,10
1758486822314303041,1174,728,127.46,11410
1758486822314314602,1174,956,127.46,6290
1758486822314798533,1176,962,127.46,10
1758486822316153164,1180,356,127.46,2910
1758486822316164741,1180,968,127.46,6630
1758486822316175674,1180,566,127.46,7120
1758486822316187082,1180,974,127.46,1350
1758486822316671513,1182,740,127.46,10
1758486822317935516,1186,980,127.46,6430
1758486822318403428,1188,506,127.46,10
1758486822319681260,1192,986,127.46,7260
1758486822320159240,1194,746,127.46,10
1758486822321464009,1198,572,127.46,9470
1758486822321933882,1200,590,127.46,10
1758486822323263964,1204,596,127.46,4300
1758486822323276280,1204,644,127.46,3130
1758486822323287094,1204,782,127.46,7330
1758486822323779932,1206,530,127.46,10
1758486822324601109,1210,656,127.46,4250
1758486822324606972,1210,794,127.46,9430
1758486822324612331,1210,800,127.46,3850
1758486822324869341,1212,680,127.46,10
1758486822325398946,1215,536,127.46,10
1758486822325626128,1216,818,127.46,12120
1758486822325852012,1218,686,127.46,10
1758486822326289304,1221,404,127.46,10
1758486822326507007,1222,830,127.46,13980
1758486822326739361,1224,692,127.46,10
1758486822327185286,1227,836,127.46,10
1758486822327409997,1228,542,127.46,1260
1758486822327416373,1228,842,127.46,7430
1758486822327633881,1230,488,127.46,10
1758486822328260829,1234,860,127.46,7890
1758486822328267222,1234,866,127.46,8590
1758486822328510480,1236,872,127.46,10
1758486822328967633,1239,710,127.46,10
1758486822329181286,1240,716,127.46,5630
1758486822329186999,1240,926,127.46,12900
1758486822329440291,1242,938,127.46,10
1758486822329877344,1245,722,127.46,10
1758486822330091257,1246,944,127.46,9040
1758486822330097151,1246,950,127.46,660
1758486822330323872,1248,956,127.46,10
1758486822330762186,1251,962,127.46,10
1758486822330980382,1252,974,127.46,7750
1758486822330985763,1252,740,127.46,4810
1758486822333790382,1254,980,127.46,10
1758486822334000812,1255,506,127.46,7400
1758486822334211258,1257,986,127.46,10
1758486822334412629,1258,746,127.46,650
1758486822334417131,1258,572,127.46,1390
1758486822334421414,1258,590,127.46,5360
1758486822334616285,1260,782,127.46,10
1758486822334792310,1261,530,127.46,3110
1758486822334796970,1261,800,127.46,5410
1758486822334801540,1261,680,127.46,4850
1758486822334996990,1263,536,127.46,10
1758486822335176477,1264,818,127.46,2350
1758486822335180152,1264,686,127.46,1960
1758486822335184399,1264,404,127.46,1490
1758486822335189135,1264,830,127.46,1330
1758486822335194134,1264,692,127.46,2670
1758486822335198952,1264,836,127.46,3570
1758486822335409812,1266,842,127.46,10
1758486822335572601,1267,488,127.46,4090
1758486822335577608,1267,866,127.46,2810
1758486822335582687,1267,872,127.46,5760
1758486822335761528,1269,710,127.46,10
1758486822335925469,1270,926,127.46,1020
1758486822335931218,1270,938,127.46,4170
1758486822335937236,1270,722,127.46,730
1758486822335942034,1270,950,127.46,6740
1758486822336119909,1272,956,127.46,10
1758486822336311343,1273,962,127.46,6040
1758486822336314612,1273,740,127.46,2090
1758486822336494086,1275,980,127.46,10
1758486822336657845,1276,506,127.46,8130
1758486822336873626,1278,986,127.46,10
1758486822337036072,1279,590,127.46,6420
1758486822337040086,1279,782,127.46,4540
1758486822337044460,1279,680,127.46,930
1758486822337222839,1281,536,127.46,10
1758486822337381695,1282,836,127.46,7780
1758486822337384200,1282,842,127.46,4110
1758486822337539752,1284,872,127.46,10
1758486822337695893,1285,710,127.46,8470
1758486822337698391,1285,950,127.46,2060
1758486822337855823,1287,956,127.46,10
1758486822338002861,1288,740,127.46,3770
1758486822338007514,1288,980,127.46,560
1758486822338011490,1288,506,127.46,3210
1758486822338014074,1288,986,127.46,1560
1758486822338018242,1288,680,127.46,1430
1758486822338187727,1290,536,127.46,10
1758486822338336796,1291,842,127.46,1270
1758486822338340829,1291,872,127.46,5920
1758486822338344865,1291,950,127.46,5710
1758486822338504662,1293,956,127.46,10
1758486822338642800,1294,680,127.46,6030
1758486822338647324,1294,536,127.46,700
1758486822338651424,1294,950,127.46,500
1758486822338653848,1294,956,127.46,1620
1758486822338658835,1294,377,127.47,4050
1758486822338807377,1296,383,127.47,10
1758486822338941243,1297,389,127.47,13710
1758486822339094377,1299,428,127.47,10
1758486822339226769,1300,434,127.47,12780
1758486822339230694,1300,440,127.47,930
1758486822339380089,1302,452,127.47,10
1758486822340673924,1303,458,127.47,6420
1758486822340809299,1305,464,127.47,10
1758486822340964399,1306,470,127.47,6420
1758486822341128676,1308,548,127.47,10
1758486822341281828,1309,605,127.47,13290
1758486822341286197,1309,611,127.47,2630
1758486822341457207,1311,617,127.47,10
1758486822341625930,1312,623,127.47,13000
1758486822341630923,1312,629,127.47,2920
1758486822341856051,1314,635,127.47,10
1758486822342072824,1315,665,127.47,15320
1758486822342339157,1317,671,127.47,10
1758486822342537024,1318,677,127.47,7110
1758486822342542472,1318,734,127.47,6830
1758486822342547870,1318,752,127.47,1380
1758486822342747923,1320,758,127.47,10
1758486822342941809,1321,764,127.47,9700
1758486822342947574,1321,770,127.47,1240
1758486822343149520,1323,776,127.47,10
1758486822343333795,1324,809,127.47,10940
1758486822343541193,1326,857,127.47,10
1758486822343702847,1327,887,127.47,6440
1758486822343707622,1327,893,127.47,540
1758486822343879538,1329,899,127.47,10
1758486822351019952,1330,905,127.47,6980
1758486822351171422,1332,917,127.47,10
1758486822351301771,1333,923,127.47,15340
1758486822351305789,1333,935,127.47,510
1758486822351456242,1335,992,127.47,10
1758486822351577847,1336,998,127.47,12300
1758486822351581586,1336,1004,127.47,3550
1758486822351713059,1338,1010,127.47,10
1758486822351835252,1339,1016,127.47,16510
1758486822351838990,1339,1022,127.47,1860
1758486822351965731,1341,1028,127.47,10
1758486822352083978,1342,1034,127.47,17100
1758486822352087669,1342,1040,127.47,1270
1758486822352936031,1344,1046,127.47,10
1758486822353059743,1345,1052,127.47,9340
1758486822353183065,1347,1058,127.47,10
1758486822353299599,1348,1070,127.47,9340
1758486822353429541,1350,1160,127.47,10
1758486822353548651,1351,1178,127.47,10400
1758486822353676461,1353,1184,127.47,10
1758486822353792179,1354,1190,127.47,7260
1758486822353795650,1354,1196,127.47,3140
1758486822353927122,1356,1202,127.47,10
1758486822355091718,1357,1208,127.47,8630
1758486822355265474,1359,1232,127.47,10
1758486822355438902,1360,377,127.47,7830
1758486822355443652,1360,383,127.47,800
1758486822355616963,1362,389,127.47,10
1758486822355775138,1363,428,127.47,10270
1758486822355779798,1363,440,127.47,3330
1758486822355955385,1365,452,127.47,10
1758486822356112264,1366,458,127.47,10710
1758486822356116984,1366,464,127.47,2890
1758486822356289960,1368,470,127.47,10
1758486822356452674,1369,548,127.47,8270
1758486822356912001,1371,611,127.47,10
1758486822370163759,1372,617,127.47,7890
1758486822370171241,1372,629,127.47,380
1758486822370512737,1374,635,127.47,10
1758486822370756634,1375,665,127.47,3230
1758486822370763977,1375,671,127.47,7580
1758486822371027014,1377,752,127.47,10
1758486822371254964,1378,758,127.47,10810
1758486822371515226,1380,770,127.47,10
1758486822371735000,1381,776,127.47,7000
1758486822371741514,1381,809,127.47,3680
1758486822371747949,1381,857,127.47,4430
1758486822372019295,1383,893,127.47,10
1758486822372239865,1384,899,127.47,12510
1758486822372247151,1384,905,127.47,2600
1758486822372505405,1386,917,127.47,10
1758486822372729675,1387,935,127.47,9580
1758486822372750943,1387,992,127.47,3800
1758486822373005392,1389,1004,127.47,10
1758486822373239983,1390,1010,127.47,7370
1758486822373246701,1390,1022,127.47,6010
1758486822373506998,1392,1028,127.47,10
1758486822373732543,1393,1040,127.47,11190
1758486822373985879,1395,1046,127.47,10
1758486822374274537,1396,1052,127.47,6860
1758486822374281001,1396,1058,127.47,4330
1758486822374581179,1398,1070,127.47,10
1758486822374802778,1399,1160,127.47,11620
1758486822375040480,1401,1178,127.47,10
1758486822375270817,1402,1184,127.47,6420
1758486822375277400,1402,1196,127.47,5200
1758486822375528119,1404,1202,127.47,10
1758486822375749102,1405,1208,127.47,8900
1758486822375755329,1405,1232,127.47,4510
1758486822375984819,1407,383,127.47,10
1758486822376196356,1408,389,127.47,1230
1758486822376202473,1408,440,127.47,12180
1758486822376871395,1410,452,127.47,10
1758486822377081388,1411,464,127.47,6380
1758486822377303774,1413,470,127.47,10
1758486822377516094,1414,548,127.47,6380
1758486822377741362,1416,611,127.47,10
1758486822377949691,1417,629,127.47,6410
1758486822377955786,1417,635,127.47,890
1758486822378198629,1419,671,127.47,10
1758486822378428461,1420,752,127.47,7300
1758486822378674613,1422,758,127.47,10
1758486822378908222,1423,770,127.47,15310
1758486822378915516,1423,857,127.47,2130
1758486822379153665,1425,893,127.47,10
1758486822379367626,1426,905,127.47,8740
1758486822379373516,1426,917,127.47,8700
1758486822379629669,1428,992,127.47,10
1758486822379841829,1429,1004,127.47,2880
1758486822379848725,1429,1022,127.47,4410
1758486822380073904,1431,1028,127.47,10
1758486822380289902,1432,1040,127.47,2480
1758486822380296823,1432,1046,127.47,4810
1758486822380537408,1434,1058,127.47,10
1758486822380747802,1435,1070,127.47,3380
1758486822380753921,1435,1160,127.47,5310
1758486822380759854,1435,1178,127.47,6550
1758486822382333323,1437,1196,127.47,10
1758486822382571255,1438,1202,127.47,14740
1758486822382579028,1438,1232,127.47,500
1758486822382842411,1440,383,127.47,10
1758486822383061305,1441,440,127.47,1750
1758486822383067890,1441,452,127.47,10730
1758486822383074055,1441,464,127.47,2030
1758486822383080342,1441,470,127.47,2390
1758486822383087170,1441,548,127.47,1030
1758486822383329382,1443,611,127.47,10
1758486822383559575,1444,635,127.47,5670
1758486822383566032,1444,671,127.47,4830
1758486822383571808,1444,752,127.47,6290
1758486822383578330,1444,758,127.47,1140
1758486822383827073,1446,857,127.47,10
1758486822384053000,1447,893,127.47,8210
1758486822384061533,1447,917,127.47,1520
1758486822384316685,1449,992,127.47,10
1758486822384567220,1450,1022,127.47,3770
1758486822384574022,1450,1028,127.47,5960
1758486822384815694,1452,1046,127.47,10
1758486822385041201,1453,1058,127.47,10990
1758486822385288532,1455,1178,127.47,10
1758486822385506592,1456,1196,127.47,1120
1758486822385513211,1456,1232,127.47,9870
1758486822385715527,1458,383,127.47,10
1758486822385879730,1459,548,127.47,310
1758486822385884672,1459,611,127.47,5100
1758486822385889538,1459,758,127.47,6320
1758486822385894178,1459,857,127.47,1770
1758486822386087829,1461,917,127.47,10
1758486822386252007,1462,992,127.47,3490
1758486822386257176,1462,1028,127.47,10010
1758486822386464629,1464,1046,127.47,10
1758486822386647484,1465,1058,127.47,1650
1758486822386652249,1465,1178,127.47,1040
1758486822386657828,1465,1232,127.47,1590
1758486822386662433,1465,383,127.47,13170
1758486822386829052,1467,857,127.47,10
1758486822386982392,1468,917,127.47,1420
1758486822386987241,1468,1028,127.47,1870
1758486822386990506,1468,1046,127.47,2120
1758486822386995099,1468,383,127.47,3120
1758486822386999849,1468,857,127.47,4620
1758486822387005306,1468,140,127.48,1760
1758486822387009677,1468,152,127.48,2540
1758486822387212309,1470,206,127.48,10
1758486822387534326,1473,188,127.48,10
1758486822387682323,1474,146,127.48,7090
1758486822387685356,1474,194,127.48,11120
1758486822387848994,1476,227,127.48,10
1758486822393111537,1479,233,127.48,10
1758486822393309595,1480,239,127.48,6810
1758486822393314010,1480,245,127.48,8840
1758486822393513280,1482,251,127.48,10
1758486822393859425,1485,257,127.48,10
1758486822394020745,1486,263,127.48,7400
1758486822394204202,1488,269,127.48,10
1758486822394553234,1491,275,127.48,10
