ts_ns,side,price,qty
1758411731069636307,BUY,127.408,5066
1758411731069636307,SELL,127.473,5015
1758411731069636307,SELL,127.488,4916
1758411731069636307,SELL,127.512,4879
1758411731069636307,SELL,127.517,4981
1758411731069636307,SELL,127.53,5014
1758411731069636307,SELL,127.546,5045
1758411731069754969,BUY,127.47,10
1758411731069754969,BUY,127.468,4916
1758411731069754969,BUY,127.465,4831
1758411731069754969,BUY,127.463,10
1758411731069754969,BUY,127.46,5057
1758411731069754969,BUY,127.46,5046
1758411731069754969,BUY,127.453,5035
1758411731069754969,BUY,127.45,10
1758411731069754969,BUY,127.44,5005
1758411731069754969,BUY,127.418,10
1758411731069754969,BUY,127.408,5066
1758411731069754969,SELL,127.473,5015
1758411731069754969,SELL,127.488,4916
1758411731069754969,SELL,127.512,4879
1758411731069754969,SELL,127.517,4981
1758411731069754969,SELL,127.53,5014
1758411731069754969,SELL,127.546,5045
1758411731069876467,BUY,127.47,10
1758411731069876467,BUY,127.468,4916
1758411731069876467,BUY,127.465,4831
1758411731069876467,BUY,127.463,10
1758411731069876467,BUY,127.46,5057
1758411731069876467,BUY,127.46,5046
1758411731069876467,BUY,127.453,5035
1758411731069876467,BUY,127.45,10
1758411731069876467,BUY,127.44,5005
1758411731069876467,BUY,127.418,10
1758411731069876467,BUY,127.408,5066
1758411731069876467,SELL,127.473,5015
1758411731069876467,SELL,127.48,5046
1758411731069876467,SELL,127.488,4916
1758411731069876467,SELL,127.512,4879
1758411731069876467,SELL,127.517,4981
1758411731069876467,SELL,127.53,5014
1758411731069876467,SELL,127.546,5045
1758411731070034048,BUY,127.47,10
1758411731070034048,BUY,127.47,10
1758411731070034048,BUY,127.468,4916
1758411731070034048,BUY,127.465,4831
1758411731070034048,BUY,127.463,10
1758411731070034048,BUY,127.46,5057
1758411731070034048,BUY,127.46,5046
1758411731070034048,BUY,127.453,5035
1758411731070034048,BUY,127.45,10
1758411731070034048,BUY,127.44,5005
1758411731070034048,BUY,127.418,10
1758411731070034048,BUY,127.408,5066
1758411731070034048,SELL,127.473,5015
1758411731070034048,SELL,127.48,5046
1758411731070034048,SELL,127.488,4916
1758411731070034048,SELL,127.512,4879
1758411731070034048,SELL,127.517,4981
1758411731070034048,SELL,127.53,5014
1758411731070034048,SELL,127.546,5045
1758411731070161605,BUY,127.47,10
1758411731070161605,BUY,127.47,10
1758411731070161605,BUY,127.468,4916
1758411731070161605,BUY,127.465,4831
1758411731070161605,BUY,127.463,10
1758411731070161605,BUY,127.46,5057
1758411731070161605,BUY,127.46,5046
1758411731070161605,BUY,127.453,5035
1758411731070161605,BUY,127.45,10
1758411731070161605,BUY,127.44,5005
1758411731070161605,BUY,127.418,10
1758411731070161605,BUY,127.408,5066
1758411731070161605,SELL,127.473,5015
1758411731070161605,SELL,127.48,5046
1758411731070161605,SELL,127.488,4916
1758411731070161605,SELL,127.512,4879
1758411731070161605,SELL,127.517,4981
1758411731070161605,SELL,127.53,5014
1758411731070161605,SELL,127.546,5045
1758411731070314249,BUY,127.47,10
1758411731070314249,BUY,127.47,10
1758411731070314249,BUY,127.468,4916
1758411731070314249,BUY,127.465,4831
1758411731070314249,BUY,127.463,10
1758411731070314249,BUY,127.46,5057
1758411731070314249,BUY,127.46,5046
1758411731070314249,BUY,127.453,5035
1758411731070314249,BUY,127.45,10
1758411731070314249,BUY,127.44,5005
1758411731070314249,BUY,127.418,10
1758411731070314249,BUY,127.408,5066
1758411731070314249,SELL,127.48,4964
1758411731070314249,SELL,127.488,4916
1758411731070314249,SELL,127.512,4879
1758411731070314249,SELL,127.517,4981
1758411731070314249,SELL,127.53,5014
1758411731070314249,SELL,127.546,5045
1758411731070525481,BUY,127.47,10
1758411731070525481,BUY,127.47,10
1758411731070525481,BUY,127.468,4916
1758411731070525481,BUY,127.465,4831
1758411731070525481,BUY,127.463,10
1758411731070525481,BUY,127.46,5057
1758411731070525481,BUY,127.46,5046
1758411731070525481,BUY,127.453,5035
1758411731070525481,BUY,127.45,10
1758411731070525481,BUY,127.44,5005
1758411731070525481,BUY,127.418,10
1758411731070525481,BUY,127.408,5066
1758411731070525481,SELL,127.48,4964
1758411731070525481,SELL,127.488,4916
1758411731070525481,SELL,127.512,4879
1758411731070525481,SELL,127.517,4981
1758411731070525481,SELL,127.53,5014
1758411731070525481,SELL,127.536,5097
1758411731070525481,SELL,127.546,5045
1758411731070699183,BUY,127.47,10
1758411731070699183,BUY,127.47,10
1758411731070699183,BUY,127.468,4916
1758411731070699183,BUY,127.465,4831
1758411731070699183,BUY,127.463,10
1758411731070699183,BUY,127.46,5057
1758411731070699183,BUY,127.46,5046
1758411731070699183,BUY,127.453,5035
1758411731070699183,BUY,127.45,10
1758411731070699183,BUY,127.44,5005
1758411731070699183,BUY,127.418,10
1758411731070699183,BUY,127.408,5066
1758411731070699183,SELL,127.48,4954
1758411731070699183,SELL,127.488,4916
1758411731070699183,SELL,127.512,4879
1758411731070699183,SELL,127.517,4981
1758411731070699183,SELL,127.53,5014
1758411731070699183,SELL,127.536,5097
1758411731070699183,SELL,127.546,5045
1758411731070832635,BUY,127.47,10
1758411731070832635,BUY,127.47,10
1758411731070832635,BUY,127.468,4916
1758411731070832635,BUY,127.465,4831
1758411731070832635,BUY,127.463,10
1758411731070832635,BUY,127.46,5057
1758411731070832635,BUY,127.46,5046
1758411731070832635,BUY,127.453,5035
1758411731070832635,BUY,127.45,10
1758411731070832635,BUY,127.44,5005
1758411731070832635,BUY,127.418,10
1758411731070832635,BUY,127.408,5066
1758411731070832635,SELL,127.48,4954
1758411731070832635,SELL,127.488,4916
1758411731070832635,SELL,127.512,4879
1758411731070832635,SELL,127.517,4981
1758411731070832635,SELL,127.53,5014
1758411731070832635,SELL,127.536,5097
1758411731070832635,SELL,127.546,5045
1758411731070981204,BUY,127.47,10
1758411731070981204,BUY,127.47,10
1758411731070981204,BUY,127.468,4916
1758411731070981204,BUY,127.465,4831
1758411731070981204,BUY,127.463,10
1758411731070981204,BUY,127.46,5057
1758411731070981204,BUY,127.46,5046
1758411731070981204,BUY,127.453,5035
1758411731070981204,BUY,127.45,10
1758411731070981204,BUY,127.44,5005
1758411731070981204,BUY,127.418,10
1758411731070981204,BUY,127.408,5066
1758411731070981204,SELL,127.488,4834
1758411731070981204,SELL,127.512,4879
1758411731070981204,SELL,127.517,4981
1758411731070981204,SELL,127.53,5014
1758411731070981204,SELL,127.536,5097
1758411731070981204,SELL,127.546,5045
1758411731071107056,BUY,127.47,10
1758411731071107056,BUY,127.47,10
1758411731071107056,BUY,127.468,4916
1758411731071107056,BUY,127.465,4831
1758411731071107056,BUY,127.463,10
1758411731071107056,BUY,127.46,5057
1758411731071107056,BUY,127.46,5046
1758411731071107056,BUY,127.453,5035
1758411731071107056,BUY,127.45,10
1758411731071107056,BUY,127.44,5005
1758411731071107056,BUY,127.418,10
1758411731071107056,BUY,127.408,5066
1758411731071107056,SELL,127.488,4834
1758411731071107056,SELL,127.512,4879
1758411731071107056,SELL,127.517,4981
1758411731071107056,SELL,127.53,5014
1758411731071107056,SELL,127.536,5097
1758411731071107056,SELL,127.546,5045
1758411731071107056,SELL,127.613,5036
1758411731071274088,BUY,127.47,10
1758411731071274088,BUY,127.47,10
1758411731071274088,BUY,127.468,4916
1758411731071274088,BUY,127.465,4831
1758411731071274088,BUY,127.463,10
1758411731071274088,BUY,127.46,5057
1758411731071274088,BUY,127.46,5046
1758411731071274088,BUY,127.453,5035
1758411731071274088,BUY,127.45,10
1758411731071274088,BUY,127.44,5005
1758411731071274088,BUY,127.418,10
1758411731071274088,BUY,127.408,5066
1758411731071274088,SELL,127.488,4824
1758411731071274088,SELL,127.512,4879
1758411731071274088,SELL,127.517,4981
1758411731071274088,SELL,127.53,5014
1758411731071274088,SELL,127.536,5097
1758411731071274088,SELL,127.546,5045
1758411731071274088,SELL,127.613,5036
1758411731071416186,BUY,127.47,10
1758411731071416186,BUY,127.47,10
1758411731071416186,BUY,127.468,4916
1758411731071416186,BUY,127.465,4831
1758411731071416186,BUY,127.463,10
1758411731071416186,BUY,127.46,5057
1758411731071416186,BUY,127.46,5046
1758411731071416186,BUY,127.453,5035
1758411731071416186,BUY,127.45,10
1758411731071416186,BUY,127.44,5005
1758411731071416186,BUY,127.418,10
1758411731071416186,BUY,127.408,5066
1758411731071416186,SELL,127.488,4824
1758411731071416186,SELL,127.512,4879
1758411731071416186,SELL,127.517,4981
1758411731071416186,SELL,127.53,5014
1758411731071416186,SELL,127.536,5097
1758411731071416186,SELL,127.546,5045
1758411731071416186,SELL,127.613,5036
1758411731071558103,BUY,127.51,2
1758411731071558103,BUY,127.47,10
1758411731071558103,BUY,127.47,10
1758411731071558103,BUY,127.468,4916
1758411731071558103,BUY,127.465,4831
1758411731071558103,BUY,127.463,10
1758411731071558103,BUY,127.46,5057
1758411731071558103,BUY,127.46,5046
1758411731071558103,BUY,127.453,5035
1758411731071558103,BUY,127.45,10
1758411731071558103,BUY,127.44,5005
1758411731071558103,BUY,127.418,10
1758411731071558103,BUY,127.408,5066
1758411731071558103,SELL,127.512,4879
1758411731071558103,SELL,127.517,4981
1758411731071558103,SELL,127.53,5014
1758411731071558103,SELL,127.536,5097
1758411731071558103,SELL,127.546,5045
1758411731071558103,SELL,127.613,5036
1758411731071691135,BUY,127.51,2
1758411731071691135,BUY,127.47,10
1758411731071691135,BUY,127.47,10
1758411731071691135,BUY,127.468,4916
1758411731071691135,BUY,127.465,4831
1758411731071691135,BUY,127.463,10
1758411731071691135,BUY,127.46,5057
1758411731071691135,BUY,127.46,5046
1758411731071691135,BUY,127.453,5035
1758411731071691135,BUY,127.45,10
1758411731071691135,BUY,127.44,5005
1758411731071691135,BUY,127.418,10
1758411731071691135,BUY,127.408,5066
1758411731071691135,SELL,127.512,4879
1758411731071691135,SELL,127.517,4981
1758411731071691135,SELL,127.53,5014
1758411731071691135,SELL,127.53,4826
1758411731071691135,SELL,127.536,5097
1758411731071691135,SELL,127.546,5045
1758411731071691135,SELL,127.613,5036
1758411731071865451,BUY,127.51,2
1758411731071865451,BUY,127.47,10
1758411731071865451,BUY,127.47,10
1758411731071865451,BUY,127.468,4916
1758411731071865451,BUY,127.465,4831
1758411731071865451,BUY,127.463,10
1758411731071865451,BUY,127.46,5057
1758411731071865451,BUY,127.46,5046
1758411731071865451,BUY,127.453,5035
1758411731071865451,BUY,127.45,10
1758411731071865451,BUY,127.44,5005
1758411731071865451,BUY,127.418,10
1758411731071865451,BUY,127.408,5066
1758411731071865451,SELL,127.512,4869
1758411731071865451,SELL,127.517,4981
1758411731071865451,SELL,127.53,5014
1758411731071865451,SELL,127.53,4826
1758411731071865451,SELL,127.536,5097
1758411731071865451,SELL,127.546,5045
1758411731071865451,SELL,127.613,5036
1758411731072000399,BUY,127.51,2
1758411731072000399,BUY,127.47,10
1758411731072000399,BUY,127.47,10
1758411731072000399,BUY,127.468,4916
1758411731072000399,BUY,127.465,4831
1758411731072000399,BUY,127.463,10
1758411731072000399,BUY,127.46,5057
1758411731072000399,BUY,127.46,5046
1758411731072000399,BUY,127.453,5035
1758411731072000399,BUY,127.45,10
1758411731072000399,BUY,127.44,5005
1758411731072000399,BUY,127.418,10
1758411731072000399,BUY,127.408,5066
1758411731072000399,SELL,127.512,4869
1758411731072000399,SELL,127.517,4981
1758411731072000399,SELL,127.53,5014
1758411731072000399,SELL,127.53,4826
1758411731072000399,SELL,127.536,5097
1758411731072000399,SELL,127.546,5045
1758411731072000399,SELL,127.613,5036
1758411731072155874,BUY,127.51,2
1758411731072155874,BUY,127.473,5032
1758411731072155874,BUY,127.47,10
1758411731072155874,BUY,127.47,10
1758411731072155874,BUY,127.468,4916
1758411731072155874,BUY,127.465,4831
1758411731072155874,BUY,127.463,10
1758411731072155874,BUY,127.46,5057
1758411731072155874,BUY,127.46,5046
1758411731072155874,BUY,127.453,5035
1758411731072155874,BUY,127.45,10
1758411731072155874,BUY,127.44,5005
1758411731072155874,BUY,127.418,10
1758411731072155874,BUY,127.408,5066
1758411731072155874,SELL,127.512,4869
1758411731072155874,SELL,127.517,4981
1758411731072155874,SELL,127.53,5014
1758411731072155874,SELL,127.53,4826
1758411731072155874,SELL,127.536,5097
1758411731072155874,SELL,127.546,5045
1758411731072155874,SELL,127.613,5036
1758411731072308467,BUY,127.473,5032
1758411731072308467,BUY,127.47,10
1758411731072308467,BUY,127.47,10
1758411731072308467,BUY,127.468,4916
1758411731072308467,BUY,127.465,4831
1758411731072308467,BUY,127.463,10
1758411731072308467,BUY,127.46,5057
1758411731072308467,BUY,127.46,5046
1758411731072308467,BUY,127.453,5035
1758411731072308467,BUY,127.45,10
1758411731072308467,BUY,127.44,5005
1758411731072308467,BUY,127.418,10
1758411731072308467,BUY,127.408,5066
1758411731072308467,SELL,127.493,5030
1758411731072308467,SELL,127.512,4869
1758411731072308467,SELL,127.517,4981
1758411731072308467,SELL,127.53,5014
1758411731072308467,SELL,127.53,4826
1758411731072308467,SELL,127.536,5097
1758411731072308467,SELL,127.546,5045
1758411731072308467,SELL,127.613,5036
1758411731072493324,BUY,127.483,10
1758411731072493324,BUY,127.473,5032
1758411731072493324,BUY,127.47,10
1758411731072493324,BUY,127.47,10
1758411731072493324,BUY,127.468,4916
1758411731072493324,BUY,127.465,4831
1758411731072493324,BUY,127.463,10
1758411731072493324,BUY,127.46,5057
1758411731072493324,BUY,127.46,5046
1758411731072493324,BUY,127.453,5035
1758411731072493324,BUY,127.45,10
1758411731072493324,BUY,127.44,5005
1758411731072493324,BUY,127.418,10
1758411731072493324,BUY,127.408,5066
1758411731072493324,SELL,127.493,5030
1758411731072493324,SELL,127.512,4869
1758411731072493324,SELL,127.517,4981
1758411731072493324,SELL,127.53,5014
1758411731072493324,SELL,127.53,4826
1758411731072493324,SELL,127.536,5097
1758411731072493324,SELL,127.546,5045
1758411731072493324,SELL,127.613,5036
1758411731072642744,BUY,127.483,10
1758411731072642744,BUY,127.473,5032
1758411731072642744,BUY,127.47,10
1758411731072642744,BUY,127.47,10
1758411731072642744,BUY,127.468,4916
